"Order#","Date","Subject(s)","Color","Negatives","Prints","Slides","Department","Remarks"
"60480","27787","Interior and exterior of a boat (\""Senta - Stockholm\"")","B&W","16 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the Assessor","None"
"60486","27787","Retiring county employees receiving certificates - Crockett, Pestarino, Popovich, Pritchard, Steele","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60507","27789","People \""milling around\"" the second floor & Municipal Courts","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Municipal Court","None"
"60515","27789","Rina Rosenberg and a group of students","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60522","27792","Electrical meter pedestal in a mobile home park","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"60525","27792","People \""milling around\"" in the lobby & Municipal Courts","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Municipal Court","None"
"60547","27794","Supervisor Dan A. McCorquodale and two other men","B&W","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60717","27795","Exterior of building at 70 W. Hedding Street, San Jose - at night & County Government Center","B&W","3 (Size: 4x5)","1 (Size: 4x5)","0 (Size: N/A)","Office of the County Executive","None"
"60574","27799","Almaden Quicksilver County Park","B&W","30 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60588","27800","Blackboard - Case #F-14808 & Municipal Courts","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Municipal Court","None"
"60600","27801","Flag poles in plaza at 70 W. Hedding Street, San Jose & County Government Center","B&W","36 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60650","27808","Construction site at Communications Center","B&W","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"60664","27809","Electrical panel explosion","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"60668","27810","New building at 70 W. Hedding Street, San Jose & County Government Center","Color","9 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60693","27813","Dead deer and bird","B&W","12 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60708","27815","Bike paths in Coyote Lake County Park","B&W","15 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60734","27817","Transit bus & Transportation","B&W","44 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60748","27817","Car dismantling yard","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60770","27821","House on Campbell Avenue to be moved to Monterey Road","B&W","15 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"60774","27821","Retiring county employees receiving certificates - Frances King, Mr. Cantando, and Miss Reichel","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60786","27822","Exterior of building at 70 W. Hedding Street, San Jose - clouds reflecting in the windows & County Government Center","B&W","24 (Size: 120)","2 (Size: 3.5x3.5)","0 (Size: N/A)","Office of the County Executive","None"
"60813","27824","Building and parking lot at Burdette Drive and S. King Road, San Jose","B&W","9 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"60825","27828","Valves","Color","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"60827","27828","Workshop and luncheon","B&W","40 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive - Human Relations","None"
"60869","27830","All floors occupied of building at 70 W. Hedding Street, San Jose & County Government Center","B&W","80 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"60875","27830","Vehicles being taken out of canyon","B&W","22 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60889","27831","Map of General Services Agency vehicle fleet disposition","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","Copy"
"61117","27831","Retirement luncheon for Bob Shewalter at Elks Lodge, San Jose","Color","90 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"60953","27836","Resolutions being presented","B&W","9 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"60957","27836","Four people of the Personnel Department staff","B&W","11 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Personnel Department","None"
"61030","27848","Three judges putting up a plaque & Courts","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61049","27848","Judge John Longinotti swearing in commissioners on the Housing Authority","B&W","28 (Size: 35mm; 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61051","27848","Stream trap strainers","B&W","9 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"61068","27849","Dedication of John Joseph Montgomery Hill monument at Evergreen College; Montgomery family","B&W","24 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"61108","27850","Commission on the Status of Women meeting","B&W","6 (Size: 120)","3 (Size: 3.5x3.5)","0 (Size: N/A)","Office of the County Executive - Commission on the Status of Women","None"
"61096","27851","Retiring county employees receiving certificates (two)","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61109","27855","Judge Mark E. Thomas, Jr. and staff; Judge Miriam E. Wolff and staff & Municipal Courts","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Sunnyvale-Cupertino Municipal Court","None"
"61110","27855","Tom Guerin and Personnel Department staff","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Personnel Department - Affirmative Action","None"
"61111","27856","Santa Clara Municipal Court building","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61116","27857","Howard Campen, County Executive - staff","Color","34 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61144","27858","Women working at jobs usually done by men","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive - Commission on the Status of Women","None"
"61165","27858","Supervisor Dan A. McCorquodale and Mrs. Corr","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61169","27858","Reception for Howard Campen, County Executive","Color","38 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61176","27859","Superviors Dominic L. Cortese, Rodney J. Diridon, and Geraldine F. Steinberg","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61197","27862","Coyote Lake County Park","B&W","23 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61199","27862","Supervisor Sig Sanchez and John Beechman","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61200","27862","Palo Alto Yacht Harbor","B&W","21 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61202","27862","Retirement luncheon for Annette Giachino","B&W","72 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"61203","27862","Retirement cake and party for Annette Giachino","B&W","26 (Size: 35mm)","13 (Size: 3.5x5)","0 (Size: N/A)","General Services Agency - Administration","None"
"61207","27863","New Commissioner John R. Triplett & Municipal Courts","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Sunnyvale-Cupertino Municipal Court","None"
"61219","27863","James T. Pott, Surveyor, receiving an award from Supervisor Dan A. McCorquodale","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61240","27865","Various signs","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","Copies of slides"
"61241","27865","Portraits of thirteen Superior Court Judges","B&W","23 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the Court Executive","None"
"61253","27866","Two women and a man in office","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive - Commission on the Status of Women","None"
"61254","27866","Chester Howe, Agricultural Commissioner accepting a tree; Board of Supervisors in session","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61277","27869","Mr. Cervelli of (Cervelli Truck Repair) at Valley Medical Center & Hospitals","B&W","11 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61304","27871","Street corners","B&W","3 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","Copies of slides"
"61319","27871","Layout (drawing) of County Hospital on Bascom Avenue and Moorpark Avenue & Valley Medical Center","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Bicentennial Committee","Copy"
"61344","27873","Court Clerk getting an award from the Army for doing research in getting a record clearance for a soldier","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61372","27878","Retiring county employees receiving certificates from Supervisor Dan A. McCorquodale","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"G0078","27878","\""24-hour Alcohol Family Crisis Line\"" sign with Health Department Seal","Color","0 (Size: N/A)","0 (Size: N/A)","3 (Size: 35mm)","Health Department","Slides stored in Box 3"
"61383","27879","Retirement luncheon for Bill Ryan","B&W","8 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Division of Weights and Measures","None"
"61393","27880","Dedication ceremony of Santa Clara Municipal Court; also, three photographs of suspect that threw an egg","B&W","52 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61421","27883","Farewell luncheon for Pete Felthousen","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"61422","27883","Supervisor Dominic L. Cortese and a county employee receiving an award from the Rotary Club","B&W","11 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61470","27890","Portrait of Bonnie Wyatt","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copy of photograph"
"61475","27890","Dental Hygiene Program at Lincoln Glen School","B&W","20 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61477","27890","Portrait of Madeline Vassigh, Minority Recruitment Coordinator","B&W","6 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Personnel Department","None"
"61521","27894","Two women in Rina Rosenberg's office","B&W","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive - Commission on the Status of Women","None"
"61558","27898","Valley Medical Center chapel & Hospitals","B&W","1 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Valley Medical Center","None"
"61561","27898","Yard and garage at 1555 Berger Drive, San Jose - public auction items","B&W","21 (Size: 35mm)","2 (Size: 3.5x3.5)","0 (Size: N/A)","Office of the County Executive","None"
"61563","27898","Swearing in of Judge Elva R. Soper of Palo Alto Municipal Court","B&W","19 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61642","27901","Moths","B&W","4 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copies of slides"
"61651","27904","Bicentennial exhibit at Valley Medical Center & Hospitals","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61755","27913","Five people in County Government Center parking lot showing new Pool-A-Ride signs & Transportation","B&W","11 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61761","27913","Cal Coran's birthday cake","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"61777","27914","New Braille markers inside elevator","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61795","27915","Refractormeter & Agriculture","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Commissioner","None"
"61909","27928","Public Defender, Social Services, and Mental Health After Care departments moving into 300 S. 2nd Street, San Jose","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61918","27928","Aerial photographs of airport & Reid-Hillview Airport","B&W","35 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61929","27928","Literary group","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61937","27929","Exterior of building at 70 W. Hedding Street, San Jose & County Government Center","Color","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61962","27932","Sanborn County Park","B&W","13 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"61964","27932","Portrait of James McEntee, Director of Human Relations","B&W","9 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62001","27934","Agricultural Inspector badge","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Commissioner","None"
"62015","27935","A meeting","B&W","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"62026","27935","Portrait of Daniel Smith, Director of the Division of Weights and Measures","B&W","9 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"62070","27939","Brush fire at Alum Rock Park","B&W","16 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Planning Department","None"
"62124","27939","Retirement luncheon for Ted Moller at Mariani's","B&W","71 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Division of Weights and Measures","None"
"61985","27940","Wildlife and some wild flowers","Color","38 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"62079","27940","Supervisor Rodney J. Diridon and Santa Clara Mission bell; fire truck bell at Santa Clara fire station","B&W","22 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62090","27940","Retirement luncheon for Al Ragonesi","B&W","66 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"62110","27941","Bibliotherapy group at library","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62142","27943","Retiring county employees receiving certificates (two)","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62146","27943","Steam Engineer certificates","B&W","27 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"62160","27948","1976-1977 Grand Jury & Courts","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the Court Executive","None"
"62179","27949","Bert Miller receiving a commendation from Judge John Longinotti & Courts","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62190","27949","Weights","B&W","14 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"62204","27954","Fan room","B&W","15 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"62224","27955","Identification photograph of Dennis Stewart, Security Guard","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Personnel","Copy of photograph"
"62254","27960","Drum of cement with chain attached (Campbell Moving Company / North American Van Lines)","B&W","12 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"62345","27964","Blackboard - People vs. Randy Gonzales, Case #107596 & Municipal Courts","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Municipal Court","None"
"62301","27967","Interior and exterior of new coach garage in Mountain View","B&W","33 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"62318","27967","Van Pool Project & Transportation","B&W","48 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62331","27968","Various buildings and property","Color","12 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"62340","27969","Portrait of Judge Robert Beresford & Municipal Courts","B&W","5 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Municipal Court","None"
"62344","27969","Sheriff's Posse Comitatus badge","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department - Bureau of Inspectors","None"
"62360","27970","Portrait of Larry Sheehan, Coordinator of Consumer Affairs","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"62371","27971","Construction progress of project at Valley Medical Center & Hospitals","B&W","16 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"62408","27975","Low water level at Anderson Dam and Reservoir","B&W","2 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Department of Parks and Recreation","None"
"62427","27976","Cardboard (size of a blackboard) - Cf # 576, Valley Moving and Storage & Municipal Courts","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Municipal Court","None"
"62431","27977","Presentation of the 1976-1977 Recommended Budget to the Board of Supervisors","B&W","13 (Size: 35mm; 4x5)","1 (Size: 3.5x5)","0 (Size: N/A)","Office of the County Executive","None"
"62503","27985","Santa Clara Municipal Court","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62540","27991","Construction progress of repeater station being built for Communications","B&W","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"62549","27991","Swearing in of William M. Siegel, County Executive","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"62556","27992","Portrait of William M. Siegel, County Executive","Color","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62568","27995","Map of Supervisorial Districts","B&W","1 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copy"
"62576","27996","Cutting of a cake celebrating the one million dollar mark on collections (Finance Department)","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62631","27998","Women sitting at a table","B&W","4 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62632","27998","Eight men working in a crowded office","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Purchasing Department","Copy of photograph"
"62678","28006","Men's facility at Elmwood (County Jail Farm)","B&W","24 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Sheriff's Department","None"
"62692","28010","Display at County Fair of various county agencies","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62725","28016","Blackboard - Case #189201 & Municipal Courts","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Municipal Court","None"
"62726","28016","Surgery on dog at Spay Neuter Clinic on Brokaw Road, San Jose","B&W","36 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Environmental Management Agency - Animal Control","None"
"62730","28016","South County Animal Control - exterior, holding pens, animals, hallways","B&W","17 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Environmental Management Agency - Animal Control","None"
"62734","28016","Exhibit in lobby of building at 70 W. Hedding Street, San Jose & County Government Center","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62813","28026","Retirement luncheon for Harry Wendler","B&W","36 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"62834","28027","Pet Parade","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Environmental Management Agency - Animal Control","None"
"62842","28031","Commissioner John R. Triplett & Municipal Courts","B&W","12 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Sunnyvale-Cupertino Municipal Court","None"
"62843","28031","Construction progress of Coyote Peak - South County Communications Center","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"62852","28031","Portrait of John Ball","B&W","2 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","Copy of photograph"
"62885","28033","Supervisor Rodney J. Diridon and 4-H Club members & Agriculture","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Cooperative Extension","None"
"62901","28034","Retiring county employee receiving certificate - Mr. H. Windeler","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62910","28037","Carl Martin's office - Taxes","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62921","28038","Person from Juvenile Probation and a person from Alcohol Service (for press release)","B&W","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62970","28041","Board of Supervisors getting swine flu shots","B&W","22 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62971","28041","Board of Supervisors with young people from other countries","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"62991","28045","Progress of excavation near the Boiler House","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"62993","28045","Tank being dropped in the ground at the excavation site by the Boiler House","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"63009","28047","Egg masses, larvae, and moths & Agriculture","Color","46 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Commissioner","None"
"63019","28048","Gypsy Moth & Agriculture","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63033","28048","Brian Rapp, Deputy County Executive","B&W","11 (Size: 120)","4 (Size: 3.5x3.5; 4x5)","0 (Size: N/A)","Office of the County Executive","Includes 3 contact prints"
"63051","28060","Piping detail within steel metal enclosure at 70 W. Hedding Street, San Jose & County Government Center","B&W","58 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"63052","28060","Stack of wood (one cord)","B&W","6 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"63061","28061","Supervisor Rodney J. Diridon at Sanborn County Park","B&W","63 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63073","28065","Five new Human Relations Commissioners","B&W","31 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63077","28065","Construction at Transit Coach Service Center (bus garage)","B&W","7 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"63078","28065","Construction at Transit Coach Service Center (bus garage)","B&W","9 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"63273","28072","Construction at Muriel Wright Residential Center Girls Ranch Girls Ranch","B&W","3 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"63275","28072","Gasoline prices at service stations","B&W","10 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"63315","28072","Two stacks of wood","B&W","7 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"63324","28072","Richard Jensen putting recycling stickers on barrels","B&W","14 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"63328","28072","Vendors being signed up","B&W","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Purchasing Department","None"
"63376","28080","Machinery in Data Processing Division","B&W","23 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63390","28082","Tour of facilities","B&W","36 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"63392","28082","Fumigation of fence boards [for termites]","B&W","18 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Commissioner","None"
"63393","28086","Gypsy Moth & Agriculture","Color","0 (Size: N/A)","0 (Size: N/A)","28 (Size: 35mm)","Agricultural Commissioner","Slides are not mounted"
"63430","28086","Stacks of wood","B&W","11 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"63492","28100","Exterior of apartments before construction","B&W","21 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"63505","28100","Stacks of wood","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"63547","28102","Judge James R. Welch's place at Sanborn County Park","B&W","26 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Environmental Management Agency - Planning","None"
"63563","28103","Damage to kitchen area when a coffee pot overheated","B&W","5 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"63564","28103","Board of Supervisors burying the Bicentennial Time Capsule in the ground of the county Administration Building","B&W","39 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63570","28103","Bearings","B&W","11 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"63580","28103","Parking Regulations sign","B&W","3 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"63584","28103","Portrait of Frank Lara, Public Relations Director for Rapid Transit (for press release) & Transportation","B&W","8 (Size: 4x5)","0 (Size: N/A)","0 (Size: N/A)","Transit Agency","None"
"63589","28107","Parking lots and landscaping","Color","43 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Building Operations / Services","None"
"63625","28110","Swearing in of Judge Fred S. Lucero & Municipal Courts","B&W","9 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Superior Court","None"
"63637","28114","Gypsy Moth & Agriculture","Color","8 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Agricultural Commissioner","None"
"63650","28114","Construction of building","B&W","3 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Architectural Division","None"
"63663","28114","Retirement luncheon for Dr. Monlux","B&W","88 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Administration","None"
"63685","28116","Stacks of wood","B&W","9 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
"63695","28117","Presentation by Supervisor Dominic L. Cortese to someone from a radio station","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Office of the County Executive","None"
"63701","28121","Christmas luncheon","B&W","37 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","General Services Agency - Printing Services","None"
"63703","28121","Blackboard - Case #190008 & Municipal Courts","B&W","4 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Municipal Court","None"
"G0053","28126","Elmwood (County Jail Farm) - exterior of buildings and interior of barracks","Color","35 (Size: 35mm)","0 (Size: N/A)","0 (Size: N/A)","N/A","None"
"G0093","28126","C. J. Neil MacPherson, Chief Administrative Services - General Services Agency","B&W","2 (Size: 120)","3 (Size: 4x5)","0 (Size: N/A)","General Services Agency","None"
"63742","28130","Stack of wood","B&W","2 (Size: 120)","0 (Size: N/A)","0 (Size: N/A)","Department of Consumer Affairs","None"
